CUENTA;BILLING;NRO_FACTURA;SCH_START_DATE;SCH_END_DATE;BILL_NUMBER;ID_CONCEPTO;DESCRIPCION_CONCEPTO;CANTIDAD;MONTO_NETO;MONTO_IMPUESTOS;MONTO_TOTAL
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"05475";"Minutos Libres Utilizados";",69";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"05436";"Estab. Llamadas Minutos Libres Utilizados";"3,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693617";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693630";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"05783";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"05443";"Estab. Llamadas Minutos Libres Utilizados";"7,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"05482";"Minutos Libres Utilizados";"49,15";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"SA175";"Conexión Móvil";"66043";"6,6";"1,39";"7,99";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"14524";"Minutos Libres Utilizados";"1,48";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693674";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"05437";"Estab. Llamadas Minutos Libres Utilizados";"4";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"SC025";"Mensajes Persona a Persona";"23";"11,5";"2,42";"13,92";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"05476";"Minutos Libres Utilizados";"7,23";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"05436";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"50019";"Minutos Libres Utilizados";"5,08";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"50004";"Estab. Llamadas Minutos Libres Utilizados";"2,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3874693712";"05475";"Minutos Libres Utilizados";",36";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"BBPFA";"Bonificación Streaming Pack BB Corpo CO";"5688";"-,57";"-,12";"-,69";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"BBAGA";"Servicio BIS Blackberry AG Corpo/CO";"31";"120";"25,2";"145,2";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"50254";"Minutos Libres Utilizados";"81,58";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"50154";"Minutos Libres Utilizados";"21,27";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"SA175";"Conexión Móvil";"5237";",52";",11";",63";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"SA315";"Portal Móvil";"451";",05";",01";",06";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"SC025";"Mensajes Persona a Persona";"26";"13";"2,73";"15,73";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05436";"Estab. Llamadas Minutos Libres Utilizados";"7,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05437";"Estab. Llamadas Minutos Libres Utilizados";"17,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05443";"Estab. Llamadas Minutos Libres Utilizados";"6";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05475";"Minutos Libres Utilizados";"17,58";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05476";"Minutos Libres Utilizados";"41,15";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05482";"Minutos Libres Utilizados";"27,18";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05783";"Estab. Llamadas Minutos Libres Utilizados";"5,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05815";"Estab. Llamadas Minutos Libres Utilizados";"1,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"05816";"Minutos Libres Utilizados";"4,03";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"14524";"Minutos Libres Utilizados";"5,21";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"50004";"Estab. Llamadas Minutos Libres Utilizados";"28";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"50019";"Minutos Libres Utilizados";"98,23";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"50139";"Estab. Llamadas Minutos Libres Utilizados";"13";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049361";"50153";"Estab. Llamadas Minutos Libres Utilizados";"4";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"05481";"Minutos Libres Utilizados";"1,52";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"05442";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049368";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05436";"Estab. Llamadas Minutos Libres Utilizados";"8,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05437";"Estab. Llamadas Minutos Libres Utilizados";"4";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"SC025";"Mensajes Persona a Persona";"108";"54";"11,34";"65,34";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"SC885";"Mensajes Persona-Persona Internacionales";"8";"16";"3,36";"19,36";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"SMS06";"SMS Roaming";"3";"11,34";"2,38";"13,72";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"SMS06";"SMS Roaming";"32";"121,01";"25,41";"146,42";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"SMS06";"SMS Roaming";"17";"64,48";"13,54";"78,02";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"SMS06";"SMS Roaming";"7";"28,18";"5,92";"34,1";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05441";"Estab. Llamadas Minutos Libres Utilizados";"4";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05442";"Estab. Llamadas Minutos Libres Utilizados";"3,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05475";"Minutos Libres Utilizados";"33,92";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05476";"Minutos Libres Utilizados";"41,16";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05480";"Minutos Libres Utilizados";"1,08";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"05481";"Minutos Libres Utilizados";"4,21";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"15020";"Llamadas Roaming";"8";"129,36";"27,16";"156,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"15020";"Llamadas Roaming";"2";"32,44";"6,81";"39,25";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"50004";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"50006";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"50019";"Minutos Libres Utilizados";"10,85";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049372";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"05482";"Minutos Libres Utilizados";",41";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"05436";"Estab. Llamadas Minutos Libres Utilizados";"2,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"05443";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"05475";"Minutos Libres Utilizados";"16,05";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"BBPFA";"Bonificación Streaming Pack BB Corpo CO";"33";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"BBAGA";"Servicio BIS Blackberry AG Corpo/CO";"31";"120";"25,2";"145,2";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"15020";"Llamadas Roaming";"38";"631,41";"132,6";"764,01";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049385";"SA175";"Conexión Móvil";"33";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"SC025";"Mensajes Persona a Persona";"5";"2,5";",53";"3,03";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"50019";"Minutos Libres Utilizados";",58";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"50004";"Estab. Llamadas Minutos Libres Utilizados";"3";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"05481";"Minutos Libres Utilizados";"1,36";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"05476";"Minutos Libres Utilizados";"2,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"05442";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"05437";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049394";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05825";"Minutos Libres Utilizados";"9,4";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"SMS06";"SMS Roaming";"160";"644,03";"135,25";"779,28";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05476";"Minutos Libres Utilizados";"13,7";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05481";"Minutos Libres Utilizados";"11,08";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05815";"Estab. Llamadas Minutos Libres Utilizados";"7";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05816";"Minutos Libres Utilizados";"19,11";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"RMR18";"Mensajes Persona a Persona";"100";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"SC025";"Mensajes Persona a Persona";"253";"113,85";"23,91";"137,76";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"SEM02";"Pack 100 SMS";"31";"25";"5,25";"30,25";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"SMS06";"SMS Roaming";"105";"408,03";"85,69";"493,72";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05436";"Estab. Llamadas Minutos Libres Utilizados";"5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05437";"Estab. Llamadas Minutos Libres Utilizados";"37,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05442";"Estab. Llamadas Minutos Libres Utilizados";"2";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05475";"Minutos Libres Utilizados";"13,2";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"37850";"Llamadas Roaming";"5";"83,08";"17,45";"100,53";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"37850";"Llamadas Roaming";"19";"327,01";"68,67";"395,68";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"50004";"Estab. Llamadas Minutos Libres Utilizados";"4,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"50019";"Minutos Libres Utilizados";"16,94";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"50153";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"50154";"Minutos Libres Utilizados";"33,05";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049399";"05824";"Estab. Llamadas Minutos Libres Utilizados";"3,5";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"05436";"Estab. Llamadas Minutos Libres Utilizados";"3";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"SEM02";"Pack 100 SMS";"31";"25";"5,25";"30,25";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"SC275";"Mensajes Multimedia";"1";"1";",21";"1,21";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"RMR18";"Mensajes Persona a Persona";"55";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"50019";"Minutos Libres Utilizados";"3,91";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"50004";"Estab. Llamadas Minutos Libres Utilizados";"11";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"05476";"Minutos Libres Utilizados";"3,71";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"05475";"Minutos Libres Utilizados";",13";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049401";"05437";"Estab. Llamadas Minutos Libres Utilizados";"3";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"SC025";"Mensajes Persona a Persona";"1";",5";",11";",61";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"50021";"Minutos Libres Utilizados";"8,43";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"50019";"Minutos Libres Utilizados";",35";"0";"0";"0";
"680714292";"27617";"44279671";"27/12/2015";"26/01/2016";"3875049406";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
