CUENTA;BILLING;NRO_FACTURA;SCH_START_DATE;SCH_END_DATE;BILL_NUMBER;ID_CONCEPTO;DESCRIPCION_CONCEPTO;CANTIDAD;MONTO_NETO;MONTO_IMPUESTOS;MONTO_TOTAL
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062349";"PIL6P";"Proporcional Pack Internet Movil";"1";"3,23";",68";"3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062349";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062349";"SC025";"Mensajes Persona a Persona";"10";"5";"1,05";"6,05";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"PIL6P";"Proporcional Pack Internet Movil";"1";"3,23";",68";"3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"50019";"Minutos Libres Utilizados";"8,45";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"BBMIP";"Proporcional Bonificacion Pack Internet Movil";"3,2258";"-3,23";"-,68";"-3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"SC025";"Mensajes Persona a Persona";"13";"6,5";"1,37";"7,87";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"05436";"Estab. Llamadas Minutos Libres Utilizados";"1,5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"05437";"Estab. Llamadas Minutos Libres Utilizados";"11,5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"05475";"Minutos Libres Utilizados";",51";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"05476";"Minutos Libres Utilizados";"22,52";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"50004";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874062625";"SC275";"Mensajes Multimedia";"2";"2";",42";"2,42";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"SC025";"Mensajes Persona a Persona";"7";"3,5";",74";"4,24";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"PIL6P";"Proporcional Pack Internet Movil";"1";"3,23";",68";"3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"BBMIP";"Proporcional Bonificacion Pack Internet Movil";"3,2258";"-3,23";"-,68";"-3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"50019";"Minutos Libres Utilizados";"6,59";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"50004";"Estab. Llamadas Minutos Libres Utilizados";"3";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"05476";"Minutos Libres Utilizados";"8,1";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"05437";"Estab. Llamadas Minutos Libres Utilizados";"10,5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"05436";"Estab. Llamadas Minutos Libres Utilizados";"6";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874063441";"05475";"Minutos Libres Utilizados";"8,82";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"BAM03";"BAM03";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"AI046";"Abono Adelantado";"31";"240";"50,4";"290,4";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874623110";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"05475";"Minutos Libres Utilizados";"3,93";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"05476";"Minutos Libres Utilizados";"134,77";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"50004";"Estab. Llamadas Minutos Libres Utilizados";"4";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"50019";"Minutos Libres Utilizados";"61,37";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"BBAGA";"Servicio BIS Blackberry AG Corpo/CO";"31";"120";"25,2";"145,2";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"BBAGP";"Servicio BIS Blackberry AG Corpo/CO";"1";"3,87";",81";"4,68";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"BBPFA";"Bonificación Streaming Pack BB Corpo CO";"555";"-,06";"-,01";"-,07";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"BBPFA";"Bonificación Streaming Pack BB Corpo CO";"111";"-,01";"0";"-,01";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"PRBBP";"Bonificación ajuste precio de packs";"3,871";"-3,87";"-,81";"-4,68";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"SA175";"Conexión Móvil";"555";",06";",01";",07";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"SC025";"Mensajes Persona a Persona";"24";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"05436";"Estab. Llamadas Minutos Libres Utilizados";"1,5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"05437";"Estab. Llamadas Minutos Libres Utilizados";"25";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693414";"05442";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"SC025";"Mensajes Persona a Persona";"3";"1,5";",32";"1,82";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"SA315";"Portal Móvil";"110";",01";"0";",01";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693442";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"SA315";"Portal Móvil";"21";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"SA175";"Conexión Móvil";"21";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693447";"SC025";"Mensajes Persona a Persona";"6";"3";",63";"3,63";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693450";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"05475";"Minutos Libres Utilizados";",48";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"05436";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"SA315";"Portal Móvil";"28";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693463";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693466";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"05436";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"05475";"Minutos Libres Utilizados";",92";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"SC025";"Mensajes Persona a Persona";"7";"3,5";",74";"4,24";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"SA315";"Portal Móvil";"28";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693468";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"SC025";"Mensajes Persona a Persona";"2";"1";",21";"1,21";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"50004";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"50019";"Minutos Libres Utilizados";"1,84";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"05437";"Estab. Llamadas Minutos Libres Utilizados";"1";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"05476";"Minutos Libres Utilizados";"3,17";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693480";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"PIL6P";"Proporcional Pack Internet Movil";"1";"3,23";",68";"3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"BBMIP";"Proporcional Bonificacion Pack Internet Movil";"3,2258";"-3,23";"-,68";"-3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"BRP5V";"Bonificación RPV 100% 12meses";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693489";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05436";"Estab. Llamadas Minutos Libres Utilizados";"25";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05437";"Estab. Llamadas Minutos Libres Utilizados";"51";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05441";"Estab. Llamadas Minutos Libres Utilizados";"2";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05442";"Estab. Llamadas Minutos Libres Utilizados";"3";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05475";"Minutos Libres Utilizados";"23,09";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05476";"Minutos Libres Utilizados";"67,09";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05480";"Minutos Libres Utilizados";"5,41";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"05481";"Minutos Libres Utilizados";"2,62";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"50004";"Estab. Llamadas Minutos Libres Utilizados";"7,5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"50006";"Estab. Llamadas Minutos Libres Utilizados";",5";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"50019";"Minutos Libres Utilizados";"5,13";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"50021";"Minutos Libres Utilizados";",25";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"BBMIP";"Proporcional Bonificacion Pack Internet Movil";"3,2258";"-3,23";"-,68";"-3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"PIL6A";"Pack Internet Movil";"31";"100";"21";"121";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"PIL6P";"Proporcional Pack Internet Movil";"1";"3,23";",68";"3,91";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693535";"SC025";"Mensajes Persona a Persona";"43";"21,5";"4,52";"26,02";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"00046";"Abono Adelantado";"31";"90";"18,9";"108,9";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"BRP6V";"Bonificación RPV 100% siempre";"12";"-12";"-2,52";"-14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"SC025";"Mensajes Persona a Persona";"2";"1";",21";"1,21";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"RPN2A";"Claro Red Privada Virtual";"31";"12";"2,52";"14,52";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693543";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693544";"CADM";"Cargos Administrativos";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693544";"CCL07";"CCL07";"0";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693544";"GPAC1";"Paquete Basico GSM";"31";"0";"0";"0";
"680714292";"27351";"33911666";"27/10/2015";"26/11/2015";"3874693544";"P163A";"Servicio Factura Digital";"31";"0";"0";"0";
